etymon,root_language,german_meaning (LIV),cognate_sets,reflexes,meanings of reflexes,number of distinct meanings
*dʰre⁽g̑⁾ʰ-,Proto-Indo-European,,660 | 2839 | 5027 | 5330 | 5824 | 5909,daṙjnel | daṙnal | daṙnam | draga | draga | dra | drågå | dragha | dra | draga | dra | tréchō | tréchō | tréchō | tréchō | tréchō | tréx(n)o | tragen | dragen | droen | dragen | drage | trage | drega | tragen | draghen | dragan | tréchō,turn | turn | turn | pull | pull | pull | pull | pull | pull | pull | pull | run | run | run | run | run | run | carry | carry | carry | carry | carry | carry | carry | carry | carry | carry | hunt,5
*kʷelh₁-,Proto-Indo-European,,1626 | 3185 | 4906 | 5879 | 6487 | 7117,"cæryn | cærun | kýklios | kýklios* | k(u)u̯ali-, ku(u̯a)lai- | kal | kal | kālhi | gatakāl | kāl | kāla | kala | kall | jûwākāli | kele",live | live | round | round | turn | yesterday | yesterday | yesterday | yesterday | yesterday | yesterday | yesterday | yesterday | yesterday | navel,5
*g̑elh₃-,Proto-Indo-European,,1576 | 2337 | 2411 | 3832 | 6332 | 7535,"žolė̃ | zāle | zilĕ | chloī́, chloḯ(n) | zuole | gealach | gealach | geal | źaň′a | z′aňa | zař′a | zelen | zâlëny | zelený | harā | glas | žãlias | zeleny | zeleny | zelen | hiravaṁ | hariyo | zielony | zelënyj | zelen | zelen | zelenij | zaļš | zelenŭ | saligan | hári- | hariar | harā | chlōrós | glas | glastum | glass | hariar | zelený | glas | chlōrós | zelony | zarγōnag | chlōró | zaļš | harihar | glas | glas | zielony | zelený | zelenyi | zelénωj | zil′èn | zil′èn | harita | zelen | ṡelen | zarγōnē | zairi.gaona | gvāysirūna | harā | glas | ž″lt | žoŭty | žlutý | gul | geel | yellow | gulur | geel | geel | gelb | gulur | geltónas | žołty | žołty | žolt | żółty | gul | žëltyj | žut | žltý | gul | žovtij | zart | giel | zer | halud | dzeltens | gelatynan | hári- | zairita | lidor | guol | gul | žl′t′ | ysīḍä | zåuknĕ | żôłti | chleró | dzaltons | żółty | žlutý | želtyi | žọ́wtωj | žlъ̀t | žъ̀lt | žolt | ṡholt | gälb | zard | zertē | zard | zard | zarīr | zyarr | zạrd | zard | zard | gelo | zird | gel | ġeolu | gelo | ghelu | gulr | gul | zard | hālôdhīẏā",grass | grass | grass | grass | grass | moon | moon | white | red | red | red | green | green | green | green | green | green | green | green | green | green | green | green | green | green | green | green | green | green | green | green | green | green | green | green | green | green | green | green | green | green | green | green | green | green | green | green | green | green | green | green | green | green | green | green | green | green | green | green | green | green | green | yellow | yellow | yellow | yellow | yellow | yellow | yellow | yellow | yellow | yellow | yellow | yellow | yellow | yellow | yellow | yellow | yellow | yellow | yellow | yellow | yellow | yellow | yellow | yellow | yellow | yellow | yellow | yellow | yellow | yellow | yellow | yellow | yellow | yellow | yellow | yellow | yellow | yellow | yellow | yellow | yellow | yellow | yellow | yellow | yellow | yellow | yellow | yellow | yellow | yellow | yellow | yellow | yellow | yellow | yellow | yellow | yellow | yellow | yellow | yellow | yellow | yellow | yellow | yellow | yellow | yellow | yellow,6
*g̑ʰelh₃-,Proto-Indo-European,,1576 | 2337 | 2411 | 3832 | 6332 | 7535,"žolė̃ | zāle | zilĕ | chloī́, chloḯ(n) | zuole | gealach | gealach | geal | źaň′a | z′aňa | zař′a | zelen | zâlëny | zelený | harā | glas | žãlias | zeleny | zeleny | zelen | hiravaṁ | hariyo | zielony | zelënyj | zelen | zelen | zelenij | zaļš | zelenŭ | saligan | hári- | hariar | harā | chlōrós | glas | glastum | glass | hariar | zelený | glas | chlōrós | zelony | zarγōnag | chlōró | zaļš | harihar | glas | glas | zielony | zelený | zelenyi | zelénωj | zil′èn | zil′èn | harita | zelen | ṡelen | zarγōnē | zairi.gaona | gvāysirūna | harā | glas | ž″lt | žoŭty | žlutý | gul | geel | yellow | gulur | geel | geel | gelb | gulur | geltónas | žołty | žołty | žolt | żółty | gul | žëltyj | žut | žltý | gul | žovtij | zart | giel | zer | halud | dzeltens | gelatynan | hári- | zairita | lidor | guol | gul | žl′t′ | ysīḍä | zåuknĕ | żôłti | chleró | dzaltons | żółty | žlutý | želtyi | žọ́wtωj | žlъ̀t | žъ̀lt | žolt | ṡholt | gälb | zard | zertē | zard | zard | zarīr | zyarr | zạrd | zard | zard | gelo | zird | gel | ġeolu | gelo | ghelu | gulr | gul | zard | hālôdhīẏā",grass | grass | grass | grass | grass | moon | moon | white | red | red | red | green | green | green | green | green | green | green | green | green | green | green | green | green | green | green | green | green | green | green | green | green | green | green | green | green | green | green | green | green | green | green | green | green | green | green | green | green | green | green | green | green | green | green | green | green | green | green | green | green | green | green | yellow | yellow | yellow | yellow | yellow | yellow | yellow | yellow | yellow | yellow | yellow | yellow | yellow | yellow | yellow | yellow | yellow | yellow | yellow | yellow | yellow | yellow | yellow | yellow | yellow | yellow | yellow | yellow | yellow | yellow | yellow | yellow | yellow | yellow | yellow | yellow | yellow | yellow | yellow | yellow | yellow | yellow | yellow | yellow | yellow | yellow | yellow | yellow | yellow | yellow | yellow | yellow | yellow | yellow | yellow | yellow | yellow | yellow | yellow | yellow | yellow | yellow | yellow | yellow | yellow | yellow | yellow,6
*h₃neg⁽ʷ⁾ʰ-,Proto-Indo-European,,1231 | 1252 | 2268 | 3194 | 5097 | 7424,"naga | noha | noga | noga | noga | noha | noga | noga | noha | noga | noga | noga | nügă | noga | noga | noha | noɣá | nòga | nòga | noga | noga | noha | noga | noha | noga | noga | noga | noha | noga | noga | noga | nage | noga | naga | nügă | noga | noga | noha | noɣá | nòga | nòga | noga | noga | ónyx | nah | nakhá- | nogŭtĭ | nagutis | nags | Nol | unguis | ìne | maku | mekwa | ełownkʿ | nýchi | unghia | ongle | nãgas | uña | ionga | negl | nagel | nail | nagel | Nagel | nehet | paznokieć | nogot' | nāxun | šankui- / šankuu̯ai- | nēnuk | ongule | nögl | ungla | ingen | ełowngn | nagel | naglur | naghl | negl | nakha | noh | nìgot′ | nogac′ | nochć | nokś | necht | noht | o-nu | iuin | nokat | nok″t | nokot | nāhune | euin, eguin | nüďėt | paznokc | nāxun | nyx | nāxun | nýšin | ní(ch)i | onýši(n) | (a)nýchi | ełowng | nix | nogs | nagel | unghie | ogna | úngara | ongle | ungle | ongue | anglye | unna | unha | yngyn | ivin | ivin | ewin | ungia | ondla | nóong | naṅa | nam | paznogieć | ewin | nakha | eguin | nehet | nọ́xọt′ | nixn | nòft′ | nòft′ | niya potta | diɣ̌ər | náxna | noht | nohát | neil | Nagel | nôkh | nakh | naxen | nāxn | nāxun | nexun | nɒɣu | oungla | úngľă | ungla | nak | nač | nāxon | nāhon | nāxūn | nāxwın | noxone | nāxn | nak | jongla | nagal | nishewr | neil | nagel | næġl | nagal | naghel | nagl | euin | negl | unha | n′ač | naurii | nâč′ẽ | nâč′e | nâč′e | nuča | nâuć′ã | naxwēn | ungia | o-nu | ónyx | unguis | nogŭtĭ | nok″t | nýšin | nýchi | (a)nýchi | onýši(n) | ní(ch)i | nakhá- | nakh | nyx | nix | nãgas | nogs | nags | ogna | ungle | ivin | ingen | ionga | nóong | naṅgrā | paznogieć | pazneht | niya | nọ́xọt′ | nixn | nakha | diɣ̌ər | nāxun | euin | naxen | nɒɣu | nôkh | nāxka | noxone | úngľă | nâč′ẽ | nâč′e | ungia | noha",leg | leg | leg | leg | leg | leg | leg | leg | leg | leg | leg | leg | leg | leg | leg | leg | leg | leg | leg | leg | leg | foot | foot | foot | foot | foot | foot | foot | foot | foot | foot | foot | foot | foot | foot | foot | foot | foot | foot | foot | foot | foot | foot | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | nail | claw | claw | claw | claw | claw | claw | claw | claw | claw | claw | claw | claw | claw | claw | claw | claw | claw | claw | claw | claw | claw | claw | claw | claw | claw | claw | claw | claw | claw | claw | claw | claw | claw | claw | claw | claw | claw | claw | claw | claw | claw | claw | thigh,5
*mer-,Proto-Indo-European,,18 | 712 | 788 | 2322 | 2371 | 2972,"meṙnil | meṙnel | mārā yāoẏā | umra | pamercì | morir | umřít | mourir | maranā | morire | maron | morì | (nu)mir̃ti | wumrěś | wumrěć | umre | maraṇe | marnu | mordan | umrzeć | morrer | umeret' | morrere | mórrere | umrijeti | mærenavā | zomrieť | umreti | morir | umerti | mirit | mori | maranā | mr̥- | umrěti | (no)mirt | morī | marnā | dɨmɨrit | murî | miriiete | mælyn | mælun | meṙanim | amariyatā | maranā | maranā | marati | meruell, meruel | mīḍe | marĕ | ùmrzec | mīrēd | mīrēd | mir- : mírak | nūmiert, miert | muri | murì | morir | morir | mwi | morir | marw | merwel, marw- | merwel, marw- | máara | umrzeć | marw | umřieti | mertvyi | u̯mértɪ | umìram | umìram | umreti | vmréti | mir | mirti | mordak | marnā | morir | amiyeda | morir | muríri | môri jûwā | mik | brik | mömöre | mimerge | amere | tumra | amrıt | mamro | dārī merīd | mrral | mırē | ạmire | märūg | miyarne | morár | mewg | merwel | merwall | morrer | o-mo- | muṛtu | mř′e- | mř′e- | mř′e- | mrẽ- | a-mr-ē | murì | mārā | mārane | māranā | maranā | māranā | mārnā | mārā | mere phelā | māranā | maaron | māraṇe | mārnu | maranavā | marbh | māranā | mārnā | maryn | marun | marbaid | marroo | maraigh | māreti | maranā | mhaaríi | mārnā | māri pelûwā | mārnā | maarik | marik | mārūg | maartaau | mērɨk | mard | mard | mard | merd | mard | mardk- | mṓrtī | mardo | martē | mardak | mardi | mire | merd | mard | marc | merạ | mardēnzāg | martiya | m′oč | m′uč | m′âć",die | die | die | die | die | die | die | die | die | die | die | die | die | die | die | die | die | die | die | die | die | die | die | die | die | die | die | die | die | die | die | die | die | die | die | die | die | die | die | die | die | die | die | die | die | die | die | die | die | die | die | die | die | die | die | die | die | die | die | die | die | die | die | die | die | die | die | die | die | die | die | die | die | die | die | die | die | die | die | die | die | die | die | die | die | die | die | die | die | die | die | die | die | die | die | die | die | die | die | die | die | die | die | die | die | die | die | die | die | die | die | hit | hit | hit | hit | hit | hit | hit | kill | kill | kill | kill | kill | kill | kill | kill | kill | kill | kill | kill | kill | kill | kill | kill | kill | kill | kill | kill | kill | kill | kill | kill | man | man | man | man | man | man | man | man | man | man | man | man | man | man | man | man | man | man | man | man | man | man,4
një,Albanian,,1 | 447 | 567 | 2534 | 2562 | 4861,nji | një | nja,one | one | one,1
*h₁epi,Proto-Indo-European,,1 | 447 | 567 | 2534 | 2562 | 4861,nji | një | nja,one | one | one,1
*kʷo-,,,1 | 447 | 567 | 2534 | 2562 | 4861,nji | një | nja,one | one | one,1
"*dʰég̑ʰ-om-, *dʰg̑ʰ-ém-, *dʰg̑ʰ-m-",Proto-Indo-European,,384 | 907 | 1039 | 1175 | 2729,"dhe | žẽmė | zemja | zemja | zemǰa | ziemia | zemlâ | zemlja | zem | zemlja | zemlâ | zemlja, zem(ĭ)ja | semmē | zeme | zemâ | země | zam | tēkan / takn- | tkaṃ | keṃ | takami- | zâmlâ | ziḿă | zemia | zamīg | zeme | ziemia | země | zemlę | zẹml′á | z′èmja | z′èmja | zōy | zemlja | ṡemla | dhe | zamigo | zāy | dhe | zamīn | zaü | home | homme | uomo | el | homem | omine | ómine | hombre | ome | duine | om | dooinney | ome | home | omo | omne, ombre | ommo | den | den | dyn | dyn | home | hom, home | jomno | gomo | guma | gumo | den | dean | homem | òm | zmiâ | zmââ | zmiǰa | zmeâ | zmija | zmija | zmìâ | żnija",earth | earth | earth | earth | earth | earth | earth | earth | earth | earth | earth | earth | earth | earth | earth | earth | earth | earth | earth | earth | earth | earth | earth | earth | earth | earth | earth | earth | earth | earth | earth | earth | earth | earth | earth | earth | earth | earth | earth | earth | earth | man | man | man | man | man | man | man | man | man | man | man | man | man | man | man | man | man | man | man | man | man | man | man | man | man | man | man | man | man | man | man | snake | snake | snake | snake | snake | snake | snake | snake,3
*u̯ed-,Proto-Indo-European,,335 | 631 | 730 | 1335 | 1370,ujë | voda | vada | voda | vand | water | water | vatn | water | wetter | Wasser | vatn | uisce | vanduõ | woda | woda | voda | woda | vann | voda | voda | voda | voda | vatten | voda | uisge | ūdens | Waasser | u̯ātar / u̯itēn- | voda | unds | uisce | wär | war | ujë | ushtey | wattn | vatn | udaka | u-do | hýdōr | utur | vådă | wòda | hýdōr | iudiņs | wíi | woda | voda | voda | vodá | vòda | òda | voda | voda | Wasser | ujët | worgə | wazzar | weter | wazzer | wæter | uuatar | water | vatn | wato | vatn | get | get | get | voda | samudráḥ | samudda | muhuda | våd | wet | vátur | wiet | votur | våt | våt | wåt | vater | wida- | wǣt | vátr | våt | vatn | vatn | vatn | vatn,water | water | water | water | water | water | water | water | water | water | water | water | water | water | water | water | water | water | water | water | water | water | water | water | water | water | water | water | water | water | water | water | water | water | water | water | water | water | water | water | water | water | water | water | water | water | water | water | water | water | water | water | water | water | water | water | water | water | water | water | water | water | water | water | water | water | water | river | river | river | river | sea | sea | sea | wet | wet | wet | wet | wet | wet | wet | wet | wet | wet | wet | wet | wet | lake | lake | lake | lake,5
*u̯r̥mi-,Proto-Indo-European,,348 | 1380 | 1388 | 8254 | 9776,orm | worm | worm | worm | ver | wjirm | Wurm | verme | verm | berme | erme | vièr | Wuerm | uermis | vier | verme | ormur | vierme | verme | verm | verm | véh | Wurm | verme | vi̯arm | uurm | wurm | wyrm | uuurm | worm | ormr | ǵérmu | vèrman | ormur | orm | uorm | ormber | ormr | waurms | vermelho | vermell | vermejo | vermell | vermelho | wormyan,worm | worm | worm | worm | worm | worm | worm | worm | worm | worm | worm | worm | worm | worm | worm | worm | worm | worm | worm | worm | worm | worm | worm | worm | worm | worm | worm | worm | worm | worm | worm | worm | worm | snake | snake | snake | snake | snake | snake | red | red | red | red | red | red,3
*kʷi̯eu̯-,Proto-Indo-European,,3240 | 3249 | 5021 | 9848 | 9849,ærbacæwyn | ærbacæun | tsītä | cæwyn | dɨčit | šawēd | cæun | šau̯- | č̣aw- | šaoido | šawt | māsaweda | šune | ạše | miʃe | aši ≠ raft | čōt | mišö | ačıt | čū | a-č-ē | -pč- | vul′ug,come | come | go | go | go | go | go | go | go | go | go | go | go | go | go | go | go | go | go | go | go | take | worm,4
*bʰei̯d-,Proto-Indo-European,,187 | 935 | 2894 | 3146 | 5262,bide | bijten | bite | bíta | byten | bite | beißen | bíta | bite | bita | bäissen | baita | bita | bysse | bīzan | bīta | bîzen | bītan | bîtan | biten | bíta | beitan | bite | beittur | bitter | bitter | bitter | bitter | bitter | bitter | bitter | batter | bitter | bitter | beiskur | beiskur | bittar | bitter | bitter | bittar | bitter | bitr | baitrs,bite | bite | bite | bite | bite | bite | bite | bite | bite | bite | bite | bite | bite | bite | bite | bite | bite | bite | bite | bite | bite | bite | bite | sharp | bitter | bitter | bitter | bitter | bitter | bitter | bitter | bitter | bitter | bitter | bitter | bitter | bitter | bitter | bitter | bitter | bitter | bitter | bitter,3
